,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes
10,La Pino'z Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/la-pinoz-pizza-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Pizza, Italian",11 AM to 11 PM,500,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Lunch', 'Dinner', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Pure Veg', 'Air Conditioned', 'Free Parking', 'Indoor Seating']",4.5,Excellent,2476
11,RP's Pizzeria,['Casual Dining'],https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Yash Aqua, Near Vijay Cross Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Pizza, Italian",11 AM to 11 PM,550,2,"['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Pure Veg', 'Table booking for Groups', 'Air Conditioned', 'Serves Jain Food', 'Buffet', 'Group Meal']",4.4,Very Good,1653
12,I Love Sandwich House,['Café'],https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Shaival Complex, Opposite Rajpath Club, S G Highway, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380015,"Bodakdev, Ahmedabad","Cafe, Sandwich",8am – 1am (Mon-Sun),900,3,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Live Sports Screening', 'Free Wifi', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",4.2,Very Good,1266
13,Wok On Fire,['Casual Dining'],https://www.zomato.com/ahmedabad/wok-on-fire-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Aeon Complex, Vijay Cross Roads, Opposite Navkar Institute, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Chinese, Thai, Asian",11 AM to 11 PM (Mon-Sun),1200,3,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Sodexo', 'Air Conditioned', 'Pure Veg', 'Brunch', 'Indoor Seating']",4.1,Very Good,1305
14,Mocha,['Café'],https://www.zomato.com/ahmedabad/mocha-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10, Vasant Baug Society, Near IDBI Bank, CA Circle, Navrangpura, Ahmedabad",Ahmedabad,C G Road,380006,"C G Road, Ahmedabad","Cafe, Italian","11 AM to 11 PM (Mon), 11 AM to 12:30 AM (Tue-Sun)",800,3,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Free Wifi', 'Digital Payments Accepted', 'Wifi', 'Live Sports Screening', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Desserts and Bakes', 'Valet Parking Available']",4.4,Very Good,1065
15,Kabir Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,0,"Gurukul, Ahmedabad",North Indian,8 AM to 11 PM,600,2,"['Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,3052
16,Parosa,['Casual Dining'],https://www.zomato.com/ahmedabad/parosa-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Ground Floor, Silver Radiance Building, Near Pakwan Cross Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad","Italian, Mexican, North Indian","12 Noon to 12 Midnight (Mon-Wed, Fri), 11 AM to 12 Midnight (Thu), 12 Noon to 1 AM (Sat-Sun)",800,3,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",4.2,Very Good,930
17,Yash's GBT,['Casual Dining'],https://www.zomato.com/ahmedabad/yashs-gbt-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Wing B, Heritage Square, Opposite Atlanta Towers, Gulbai Tekra Road, Off C.G Road, Ahmedabad",Ahmedabad,Gulbai Tekra,380006,"Gulbai Tekra, Ahmedabad","Italian, Cafe",11 AM to 11 PM,800,3,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Delivery', 'Debit Card', 'Live Sports Screening', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Pure Veg']",4.2,Very Good,777
18,The Mondo Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/the-mondo-kitchen-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-101, S G Business Hub, Near Gota Over Bridge, Sola, Ahmedabad",Ahmedabad,Sola,,"Sola, Ahmedabad","Chinese, North Indian, Italian","12noon – 3pm, 7pm – 11pm (Mon-Sun)",1000,3,"['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Pure Veg', 'Indoor Seating', 'Desserts and Bakes']",4.2,Very Good,639
19,Chalk & Cheese,['Café'],https://www.zomato.com/ahmedabad/chalk-cheese-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 22, First Floor, Surmount Complex, Opposite Iscon Mega Mall, S G Highway, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","Cafe, Desserts","11am – 3pm, 7pm – 11pm (Mon-Sun)",800,3,"['Delivery', 'Takeaway Available', 'Lunch', 'Debit Card', 'Dinner', 'Credit Card', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Free Wifi']",4.1,Very Good,500
20,Jay Nilkanth Food,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-nilkanth-food-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7 & 8, Ajay Centre, Opposite Memnagar Fire Station, Vijay Cross Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",North Indian,11 AM to 11 PM (Mon-Sun),400,2,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",3.1,Average,1499
21,Mocha,['Café'],https://www.zomato.com/ahmedabad/mocha-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Cafe, Italian","11am – 11pm (Mon),12:1AM – 12:45AM, 11am – 12midnight (Tue-Sun)",800,3,"['Credit Card', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Wifi', 'Valet Parking Available', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area']",4.6,Excellent,2379
22,Legends Of Punjab - By Pepperazi,['Casual Dining'],https://www.zomato.com/ahmedabad/legends-of-punjab-by-pepperazi-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor Tirupati House, Near Panjrapole Cross Roads, Gulbai Tekra, Ahmedabad",Ahmedabad,Gulbai Tekra,,"Gulbai Tekra, Ahmedabad","North Indian, Italian, BBQ, Mexican, Thai","12 Noon to 3 PM, 7 PM to 11 PM",700,2,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.1,Very Good,417
23,Swati Snacks,['Quick Bites'],https://www.zomato.com/ahmedabad/swati-snacks-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Law Garden, Ellis Bridge, Ahmedabad",Ahmedabad,Ellis Bridge,380006,"Ellis Bridge, Ahmedabad","Fast Food, Street Food, South Indian",12 Noon to 10:45 PM,600,2,"['Dinner', 'Credit Card', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Indoor Seating', 'Table booking not available', 'Pure Veg', 'Wheelchair Accessible', 'Air Conditioned', 'Free Parking']",4.7,Excellent,1403
24,Brick Kitchen - Five Petals,['Casual Dining'],https://www.zomato.com/ahmedabad/brick-kitchen-five-petals-ghatlodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"At Five Petals Hotel & amp; Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ahmedabad,Ghatlodia,,"Ghatlodia, Ahmedabad","North Indian, Chinese, Continental","12 Noon to 3 PM, 7 PM to 11 PM",900,3,"['Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Pure Veg']",4.5,Excellent,1533
25,The Secret Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/the-secret-kitchen-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, Times Square II,
Beside Avalon Hotel, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",North Indian,"12 Noon to 3 PM, 7 PM to 11 PM",1100,3,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Pure Veg']",4.2,Very Good,577
26,Loft,['Café'],https://www.zomato.com/ahmedabad/loft-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop G-1, Ground Floor, Eventi, C G Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Cafe,11 AM to 11 PM,700,2,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,117
27,Kadak Bhagat,['Casual Dining'],https://www.zomato.com/ahmedabad/kadak-bhagat-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"77, First Floor, Above Bata Showroom, Shrinath Apartments, Krishnabaug Char Rasta, Keshav Kunj, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","North Indian, Chinese","11:30 AM to 3:30 PM, 7 PM to 11 PM",1200,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Serves Jain Food']",4.8,Excellent,897
28,Queso Y Cafe,['Café'],https://www.zomato.com/ahmedabad/queso-y-cafe-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G 2 & 3, Ground Floor, Campus Corner, Commerce Six Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","Cafe, North Indian, Chinese, Beverages",9am – 11pm (Mon-Sun),750,3,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Outdoor Seating', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi']",4.2,Very Good,823
29,Shree Annpurna,['Quick Bites'],https://www.zomato.com/ahmedabad/shree-annpurna-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A 2, Once More Apartment, Krishnabaug Cross Road, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","North Indian, Chinese",11 AM to 11 PM (Mon-Sun),500,2,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",4.1,Very Good,1909
30,Khichdi Etc,['Casual Dining'],https://www.zomato.com/ahmedabad/khichdi-etc-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5-6, Gala Business Center, Opposite Zodiac Plaza, Near St. Xavier's Corner, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","North Indian, Gujarati","12 Noon to 4 PM, 7 PM to 11 PM",700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Sneakpeek', 'Air Conditioned', 'Pure Veg']",4.4,Very Good,675
31,@Mango,['Casual Dining'],https://www.zomato.com/ahmedabad/@mango-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","North Indian, Italian, Mexican","12 Noon to 3 PM, 7 PM to 11 PM",1300,3,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Serves Jain Food', 'Sneakpeek', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Pure Veg']",4.5,Excellent,1753
32,La Pino'z Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/la-pinoz-pizza-1-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-5, Ground Floor, Capstone Building, Netaji Road, Opposite Chirag Motors, Kalgi Cross Road, Ellis Bridge, Ahmedabad",Ahmedabad,"Capstone, Ellisbridge",380006,"Capstone, Ellisbridge, Ahmedabad","Pizza, Italian",11 AM – 11 PM,500,2,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Pure Veg', 'Indoor Seating']",4.3,Very Good,979
33,Cafe De Italiano,['Café'],https://www.zomato.com/ahmedabad/cafe-de-italiano-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Stellar, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad",Cafe,11am – 12midnight (Mon-Sun),950,3,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Table booking recommended', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.3,Very Good,866
34,Ristretto - Behind the Rods,['Café'],https://www.zomato.com/ahmedabad/ristretto-behind-the-rods-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-1, Ground Floor, Maharaja Palace, University Road, Near Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Cafe, Italian",11:30 AM to 12 Midnight,1000,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Serves Jain Food', 'Live Music', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.4,Very Good,905
35,Eat Punjab,['Casual Dining'],https://www.zomato.com/ahmedabad/eat-punjab-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Swagat Status 1, Near Engineering College, New CG Road, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,0,"Chandkheda, Ahmedabad","North Indian, Chinese, Fast Food","10:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",750,3,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Sodexo', 'Ticket Restaurant', 'Indoor Seating', 'Air Conditioned']",3.7,Good,1403
36,Kailash Parbat,['Casual Dining'],https://www.zomato.com/ahmedabad/kailash-parbat-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Dev Aurum, Near Anandnagar Cross Roads, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Street Food, Asian",11 AM to 11 PM,800,3,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Pure Veg', 'Buffet', 'Indoor Seating']",4.0,Very Good,954
37,Indian Swag,['Casual Dining'],https://www.zomato.com/ahmedabad/indian-swag-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, 1st Floor, Devaurum Mall, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Chinese, Continental",24 Hours (Mon-Sun),800,3,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Serves Jain Food', 'Table booking recommended', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,160
38,Tea Villa Cafe,['Café'],https://www.zomato.com/ahmedabad/tea-villa-cafe-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8/D, Rajhans Society, H. L. Commerce College Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Cafe, Italian, Continental",9am – 12midnight (Mon-Sun),1000,3,"['Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Breakfast', 'Debit Card', 'Lunch', 'Air Conditioned', 'Pure Veg', 'All Day Breakfast', 'Buffet', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']",4.1,Very Good,791
39,Tinello - Hyatt Regency,['Fine Dining'],https://www.zomato.com/ahmedabad/tinello-hyatt-regency-ashram-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hyatt Regency, 17/A, Usmanpura, Ashram Road, Ahmedabad",Ahmedabad,"Hyatt Regency, Ashram Road",380014,"Hyatt Regency, Ashram Road, Ahmedabad",Italian,6:30 AM to 11:30 PM,2500,4,"['No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Breakfast', 'Valet Parking Available', 'Table booking recommended', 'Brunch', 'Indoor Seating', '4/5 Star', 'Air Conditioned', 'Wifi', 'Buffet']",4.5,Excellent,587
40,Agashiye - The House Of MG,['Fine Dining'],https://www.zomato.com/ahmedabad/agashiye-the-house-of-mg-lal-darwaja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The House Of MG, Sidi Saiyed Mosque, Lal Darwaja, Ahmedabad",Ahmedabad,Lal Darwaja,380001,"Lal Darwaja, Ahmedabad",Gujarati,"12 Noon to 3:30 PM, 7 PM to 11 PM",1900,4,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Poolside', 'Table booking not available', 'Serves Jain Food', 'Digital Payments Accepted']",4.6,Excellent,1246
41,Gordhan Thaal,['Casual Dining'],https://www.zomato.com/ahmedabad/gordhan-thaal-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Sapath Complex, Opposite Rajpath Club, S G Highway, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Gujarati,"11 AM to 3 PM, 7 PM to 10:30 PM",650,2,"['Debit Card', 'Lunch', 'Cash', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required']",4.5,Excellent,1842
42,Hotel Moti Mahal,['Casual Dining'],https://www.zomato.com/ahmedabad/hotel-moti-mahal-kalupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Railway Station, Kapasia Bazar, Kalupur, Ahmedabad",Ahmedabad,Kalupur,0,"Kalupur, Ahmedabad","North Indian, Chinese",6 AM to 11 PM,600,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",3.9,Good,773
43,Domino's Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/dominos-pizza-isanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Radha Krishana Arcade, Opposite Ghodasar Brts Bus Stand, Ghodasar, Isanpur, Ahmedabad",Ahmedabad,Isanpur,,"Isanpur, Ahmedabad","Pizza, Fast Food",10:57 AM to 11 PM,400,2,"['Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Sodexo', 'Air Conditioned']",3.8,Good,1313
44,Food On Way,[],https://www.zomato.com/ahmedabad/food-on-way-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 18, First Floor, Dev Aurum Building, Near Anandnagar Cross Road, Prahlad Nagar, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","North Indian, Chinese","11 AM to 3 PM, 7 PM to 11 PM",400,2,"['Lunch', 'Cash', 'Dinner', 'Delivery', 'Pure Veg']",3.9,Good,2776
45,Fozzie's Pizzaiolo. Cafe. Deli,['Café'],https://www.zomato.com/ahmedabad/fozzies-pizzaiolo-cafe-deli-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"First Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Cafe, Italian",11:30am – 11pm (Mon-Sun),900,3,"['Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Board Games', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Private Dining Area Available', 'Wifi', 'Outdoor Seating', 'Digital Payments Accepted', 'Smoking Area', 'Serves Jain Food', 'All Day Breakfast', 'Group Meal']",4.2,Very Good,1756
46,Sale and Pepe,['Casual Dining'],https://www.zomato.com/ahmedabad/sale-and-pepe-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4 & 5, 1st Floor, Times Square Arcade, Thaltej-Shilaj Road, Thaltej, Ahmedabad",Ahmedabad,Thaltej,380059,"Thaltej, Ahmedabad",Italian,"12:30pm – 3:30pm, 6:30pm – 10:45pm (Mon-Sun)",1200,3,"['Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg']",4.5,Excellent,328
47,Jay Bhavani Vadapav,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-bhavani-vadapav-1-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19-20, Sahjanand Complex, Near Rahul Tower, 100 Feet Road, Satellite Ahmedabad",Ahmedabad,Satellite,0,"Satellite, Ahmedabad","Fast Food, Chinese, South Indian",6am – 3am (Mon-Sun),300,1,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.8,Good,886
48,Barbeque Nation,['Casual Dining'],https://www.zomato.com/ahmedabad/barbeque-nation-1-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Satyaone, Opposite Manav Mandir, Memnagar, Ahmedabad",Ahmedabad,Memnagar,0,"Memnagar, Ahmedabad","Mughlai, North Indian, BBQ","12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",1600,4,"['Lunch', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Air Conditioned']",4.5,Excellent,2278
49,Tick Tock,['Casual Dining'],https://www.zomato.com/ahmedabad/tick-tock-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Palladium Business Hub, Opposite 4D Square Mall, Near Pantaloons, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,,"Chandkheda, Ahmedabad","Italian, South Indian, Fast Food",Mon-Sun (8 AM to 11 PM),600,2,"['Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Wifi', 'Indoor Seating', 'Table Reservation Not Required', 'Pure Veg', 'Air Conditioned']",3.9,Good,389
50,Nini's Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/ninis-kitchen-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"104/105, First Floor, 3rd Eye Vision, Dr. Vikram Sarabhai Marg (IIM road), Near Nexa Showroom, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","North Indian, Italian, Fast Food","12 Noon to 3 PM, 7 PM to 11 PM",1000,3,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Serves Jain Food', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.6,Excellent,888
51,Honest,['Casual Dining'],https://www.zomato.com/ahmedabad/honest-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Parth Empire, Near Fire Station, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,0,"Mani Nagar, Ahmedabad","North Indian, South Indian, Fast Food, Chinese",11 AM to 12 Midnight,700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.5,Good,1120
52,Java+ - Courtyard By Marriott,['Café'],https://www.zomato.com/ahmedabad/java-courtyard-by-marriott-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad",Ahmedabad,"Courtyard By Marriott, Satellite",,"Courtyard By Marriott, Satellite, Ahmedabad",Cafe,24 Hours,1000,3,"['No Alcohol Available', 'Takeaway Available', 'Breakfast', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Outdoor Seating', 'Table Reservation Not Required', 'Wheelchair Accessible', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.1,Very Good,1275
