,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes
1219,Cheers,['Beverage Shop'],https://www.zomato.com/ahmedabad/cheers-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF 5, One World Capital, Oppossite Lane of Orbit, Off Rajpath Rangoli Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Beverages, Desserts",11 AM to 11:30 PM,450,2,"['Cash', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Desserts and Bakes', 'Outdoor Seating']",4.1,Very Good,47
1220,SOSE - Suryan Organic Store & Eatery,['Beverage Shop'],https://www.zomato.com/ahmedabad/sose-suryan-organic-store-eatery-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Karnavati Club, SG Highway, Satelliet, Ahmedabad",Ahmedabad,Satellite,380015,"Satellite, Ahmedabad",Beverages,8:30AM to 11PM (Mon-Sun),400,2,"['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Kid Friendly', 'Free Parking', 'Digital Payments Accepted', 'Outdoor Seating']",3.8,Good,70
1221,Mleko,['Beverage Shop'],https://www.zomato.com/ahmedabad/mleko-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sarvottam Nagar Society, Drive In Road, Vijay Char Rasta, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Beverages,10am – 11pm (Mon-Sun),150,1,"['Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",3.8,Good,23
1222,The Juice Cycle,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-juice-cycle-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 3, Shivam Complex, Near Ambica Dalvada, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Healthy Food, Beverages, Juices",8am – 12midnight (Mon-Sun),300,1,"['Takeaway Available', 'Cash', 'Delivery', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']",3.9,Good,67
1223,NUTS & MYLK,['Beverage Shop'],https://www.zomato.com/ahmedabad/nuts-mylk-naranpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-902, Sardar Patel Nagar, Shastrinagar, Naranpura, Ahmedabad",Ahmedabad,Naranpura,,"Naranpura, Ahmedabad","Beverages, Healthy Food",11am – 12midnight (Mon-Sun),300,1,"['No Seating Available', 'Cash', 'Delivery', 'Vegan Options']",4.3,Very Good,36
1224,Keventers,['Beverage Shop'],https://www.zomato.com/ahmedabad/keventers-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No 19, Yash Arian, Swami Vivekanand Circle, Gurukul Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad","Beverages, Desserts, Ice Cream","11 AM to 11 PM (Mon-Tue), 11 AM to 12 Midnight (Wed-Sun)",400,2,"['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.8,Good,66
1225,Chhaswala,['Beverage Shop'],https://www.zomato.com/ahmedabad/chhaswala-ghatlodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A/51, Public 2, Shree Kunj Row House, Opposite Allahabad Bank, Prabhat Chowk, Nirnay Nagar, Ghatlodia, Ahmedabad",Ahmedabad,Ghatlodia,380061,"Ghatlodia, Ahmedabad",Beverages,8:30am – 12midnight (Mon-Sun),200,1,"['Lunch', 'Standing Tables', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Pure Veg']",3.7,Good,69
1226,Kudrati Kahumbo,['Beverage Shop'],https://www.zomato.com/ahmedabad/kudrati-kahumbo-nikol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Vishala supreme, Sardar Patel Ring Road, Nikol, Ahmedabad",Ahmedabad,Nikol,,"Nikol, Ahmedabad","Healthy Food, Juices",12 Noon to 12 Midnight,300,1,"['Takeaway Available', 'Cash', 'Free Parking', 'Indoor Seating', 'Pure Veg']",3.7,Good,30
1227,Chhaswala,['Beverage Shop'],https://www.zomato.com/ahmedabad/chhaswala-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"LL-1, Matulya Complex, Sattadhar Cross Road, Sola Road, Sola, Ahmedabad",Ahmedabad,Sola,380061,"Sola, Ahmedabad",Beverages,"9am – 12midnight (Mon-Sat),8:30am – 12midnight (Sun)",200,1,"['No Seating Available', 'Cash', 'Takeaway Available', 'Delivery', 'Pure Veg']",4.3,Very Good,63
1228,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, Mahalaxmi Corner Shops & Flats Association, Opposite Sardar Patel Hospital, Rambaugh, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","Beverages, Fast Food",11 AM to 11:30 PM,300,1,"['Cash', 'Delivery', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi']",3.9,Good,54
1229,Keventers,['Beverage Shop'],https://www.zomato.com/ahmedabad/keventers-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"17, Gala Magnus, Opposite Gala Gardeneria, Safal Parisar Road, South Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Beverages, Desserts, Ice Cream","11 AM to 11 PM (Mon-Tue), 11 AM to 12 Midnight (Wed-Sun)",400,2,"['Delivery', 'Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.1,Average,44
1230,Falashin Juices & Dishes,['Quick Bites'],https://www.zomato.com/ahmedabad/falashin-juices-dishes-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 17 & 18, Maple Trade Centre, Priyakant Parikh Marg, Sundar Nagar, Memnagar, Ahmedabad",Ahmedabad,Memnagar,,"Memnagar, Ahmedabad","Healthy Food, Beverages, Italian",11 AM to 11 PM,650,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Pure Veg']",4.5,Excellent,7
1231,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-1-shahibagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"113, Siddhivinayak Complex, Opposite Ghevar Complex, Shahibagh, Ahmedabad",Ahmedabad,Shahibagh,,"Shahibagh, Ahmedabad","Beverages, Fast Food",11:30 AM to 11:30 PM,300,1,"['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Digital Payments Accepted', 'Pure Veg']",3.9,Good,48
1232,Ice Studio,['Beverage Shop'],https://www.zomato.com/ahmedabad/ice-studio-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Rajpath Club Parking, Bodakdev, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",Beverages,7 PM to 1 AM,300,1,"['Cash', 'No Alcohol Available', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg', 'Digital Payments Accepted']",3.4,Average,50
1233,Icey Micey,['Beverage Shop'],https://www.zomato.com/ahmedabad/icey-micey-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Food Truck Park, Opposite Karnavati Club, S.G Highway, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Beverages,7 PM to 12 Midnight (Mon-Sun),300,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.7,Good,17
1234,Gandhi Cold Drink House,['Beverage Shop'],https://www.zomato.com/ahmedabad/gandhi-cold-drink-house-bhadra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Nishat Restaurant, Khasbazaar, Bhadra, Ahmedabad",Ahmedabad,Bhadra,0,"Bhadra, Ahmedabad",Beverages,10 AM to 11 PM,150,1,"['Cash', 'Takeaway Available', 'Indoor Seating', 'Pure Veg']",3.8,Good,43
1235,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-1-nikol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"DH Shake World, A1, Sahitya Residency, Opposite Kunj Mall, Nikol, Ahmedabad",Ahmedabad,Nikol,382350,"Nikol, Ahmedabad",Beverages,11am – 11:30pm (Mon-Sun),300,1,"['Cash', 'Delivery', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Air Conditioned', 'Wifi']",3.4,Average,35
1236,Keventers,['Beverage Shop'],https://www.zomato.com/ahmedabad/keventers-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shree Krishna Centre Netaji Road, Above Crossword Book Shop, Mithakhali, Navrangpura",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Beverages, Desserts, Ice Cream",11 AM to 11 PM,400,2,"['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Digital Payments Accepted', 'Pure Veg', 'Air Conditioned']",3.7,Good,44
1237,Keventers,['Beverage Shop'],https://www.zomato.com/ahmedabad/keventers-shahibagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No. 21, Advance Plaza, Opposite Swaminarayan Temple, Shahibagh, Ahmedabad",Ahmedabad,Shahibagh,,"Shahibagh, Ahmedabad","Beverages, Desserts, Ice Cream","11 AM to 11 PM (Mon-Tue), 11 AM to 12 Midnight (Wed-Sun)",400,2,"['Delivery', 'Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.7,Good,39
1238,Jus De' Cane,['Beverage Shop'],https://www.zomato.com/ahmedabad/jus-de-cane-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22, Ground Floor, Sunrise Shopping Centre, Opposite Indraprasth Tower, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad","Juices, Beverages",10:30 AM to 11:30 PM,50,1,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Outdoor Seating', 'Pure Veg']",3.6,Good,46
1239,Keventers,['Beverage Shop'],https://www.zomato.com/ahmedabad/keventers-1-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 39, Om Tower, Beside Star Bazaar, Jodhpur Cross Roads, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","Beverages, Desserts, Ice Cream",11 AM to 11 PM,400,2,"['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'No Seating Available', 'Breakfast', 'Desserts and Bakes', 'Digital Payments Accepted', 'Air Conditioned', 'Pure Veg']",3.6,Good,34
1240,Dawat E Ice Cream,['Beverage Shop'],https://www.zomato.com/ahmedabad/dawat-e-ice-cream-nikol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 3, Panchamrut Residency, Opposite Raspan Market, Raspan Cross Road, Nikol, Ahmedabad",Ahmedabad,Nikol,,"Nikol, Ahmedabad","Beverages, Desserts",9:30am – 11pm (Mon-Sun),100,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",3.9,Good,27
1241,New Girish Cold Drinks,['Beverage Shop'],https://www.zomato.com/ahmedabad/new-girish-cold-drinks-ashram-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Neptune Tower, Near Nehru Bridge, Ashram Road, Ahmedabad",Ahmedabad,Ashram Road,,"Ashram Road, Ahmedabad","Beverages, Juices",10 AM to 11 PM,200,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Pure Veg']",3.5,Good,40
1242,Chhaswala,['Beverage Shop'],https://www.zomato.com/ahmedabad/chhaswala-1-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop-A/6, Ground Floor, Shukan Residency, New S G Road, Vandematram, Gota, Ahmedabad",Ahmedabad,Gota,,"Gota, Ahmedabad",Beverages,9:30 AM to 12 Midnight,200,1,"['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted']",3.9,Good,23
1243,Satguru Soda Shop,['Beverage Shop'],https://www.zomato.com/ahmedabad/satguru-soda-shop-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"20, Sangath Mall, Opposite Engineering College, Visat Gandhinagar Road, Motera, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,,"Chandkheda, Ahmedabad",Beverages,11 AM to 11 PM,150,1,"['Cash', 'Takeaway Available', 'Delivery', 'No Seating Available', 'Digital Payments Accepted']",3.4,Average,31
1244,Thikana,['Beverage Shop'],https://www.zomato.com/ahmedabad/thikana-2-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Armeida, Sindhu Bhavan Road, Off SG Road",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",Beverages,7 PM to 1 AM,250,1,"['Cash', 'Delivery', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Digital Payments Accepted', 'Outdoor Seating']",3.8,Good,27
1245,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19, Gala Marigold Complex, Gala Gymkhana Road, Near Safal Parisar 1, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Beverages, Fast Food",11 AM to 11:30 PM,300,1,"['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Air Conditioned', 'Pure Veg']",3.4,Average,21
1246,Paldi Juice Corner,['Beverage Shop'],https://www.zomato.com/ahmedabad/paldi-juice-corner-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 4, MM Market, Opposite NID College, Paldi, Ahmedabad",Ahmedabad,Paldi,,"Paldi, Ahmedabad","Ice Cream, Juices",10 AM to 1 AM,150,1,"['Delivery', 'Cash', 'Takeaway Available']",3.7,Good,21
1247,Edwins,['Beverage Shop'],https://www.zomato.com/ahmedabad/edwins-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 6, HSG House, Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Beverages,10:30 AM to 12 Midnight,200,1,"['Delivery', 'Cash', 'Debit Card', 'Credit Card', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",3.7,Good,29
1248,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Royal Square, Science City Road, Sola, Ahmedabad",Ahmedabad,Sola,380060,"Sola, Ahmedabad","Beverages, Fast Food",11 AM to 11:30 PM,300,1,"['Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Pure Veg', 'Air Conditioned']",3.6,Good,24
1249,Dudhia Dairy,['Beverage Shop'],https://www.zomato.com/ahmedabad/dudhia-dairy-isanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C-1/2/3, Aakansha Apartment, Near Jaymala Bus Stand, Isanpur, Ahmedabad",Ahmedabad,Isanpur,,"Isanpur, Ahmedabad",Beverages,8:30 AM to 9 PM,100,1,"['No Seating Available', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",3.4,Average,30
1250,Gandhi Soda And Ice Cream,['Beverage Shop'],https://www.zomato.com/ahmedabad/gandhi-soda-and-ice-cream-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Rudra Square, Judges Bungalow Cross Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Beverages, Desserts",11 AM to 10 PM (Mon-Sun),300,1,"['Cash', 'No Alcohol Available', 'Delivery', 'Indoor Seating', 'Outdoor Seating', 'Desserts and Bakes']",3.5,Good,17
1251,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7, Galaxy Bazaar, Sunrise Park Road, Opposite Himalaya Mall, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","Beverages, Fast Food",11:30 AM to 2 AM,300,1,"['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Air Conditioned', 'Pure Veg']",3.3,Average,15
1252,Cane-d,['Beverage Shop'],https://www.zomato.com/ahmedabad/cane-d-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Saman Complex, Opposite Nalanda Complex, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Beverages,10 AM to 11 PM,50,1,"['Cash', 'Takeaway Available', 'No Seating Available', 'Digital Payments Accepted', 'Pure Veg']",3.5,Good,24
1253,Fruit Factory Hub,['Beverage Shop'],https://www.zomato.com/ahmedabad/fruit-factory-hub-naranpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M-2/7, Rupal Park, Opposite Chamunda Darshan, Vijaynagar, Naranpura, Ahmedabad",Ahmedabad,Naranpura,,"Naranpura, Ahmedabad",Beverages,11:30 AM to 12:30 AM,300,1,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']",3.1,Average,5
1254,Girish Cold Drinks,['Beverage Shop'],https://www.zomato.com/ahmedabad/girish-cold-drinks-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Food Junction, Near Rajputh Club, Bodakdev, Ahmedabad",Ahmedabad,"Food Junction, Bodakdev",,"Food Junction, Bodakdev, Ahmedabad",Beverages,7 PM to 1 AM,300,1,"['Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg', 'Digital Payments Accepted']",3.3,Average,19
1255,Shreeji Ice Cream & Lassi,['Dessert Parlour'],https://www.zomato.com/ahmedabad/shreeji-ice-cream-lassi-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Mani Nagar Railway Crossing, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","Desserts, Ice Cream",9:30 AM to 11 PM (Mon-Sun),100,1,"['Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Desserts and Bakes']",3.3,Average,22
1256,O-Juice,['Beverage Shop'],https://www.zomato.com/ahmedabad/o-juice-1-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Wide Angle Theatre, Near SG Highway, Satellite, Ahmedabad",Ahmedabad,"Wide Angle, Satellite",,"Wide Angle, Satellite, Ahmedabad",Juices,9 AM to 12 Midnight,200,1,"['Cash', 'No Seating Available', 'Takeaway Available', 'Digital Payments Accepted']",3.5,Good,21
1257,Shri Krishna Cold Drinks,['Beverage Shop'],https://www.zomato.com/ahmedabad/shri-krishna-cold-drinks-ambavadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Antriksh Complex, Near Panjrapole, Ambavadi, Ahmedabad",Ahmedabad,Ambavadi,0,"Ambavadi, Ahmedabad",Beverages,8 AM to 11:30 PM,250,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Pure Veg']",3.5,Good,11
1258,Koffee With Karan,['Beverage Shop'],https://www.zomato.com/ahmedabad/koffee-with-karan-2-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B/H, Sankalp Square 3, Opposite Theka, Sindhu Bhawan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",Cafe,7:30PM to 12Midnight (Mon-Sun),250,1,"['No Alcohol Available', 'Credit Card', 'Cash', 'Debit Card', 'Delivery', 'No Seating Available', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']",3.4,Average,15
1259,Fruitshala,['Beverage Shop'],https://www.zomato.com/ahmedabad/fruitshala-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Decathlon, Near Shantipura Cross Roads, South P Ring Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Fast Food, Beverages",10:30 AM to 10 PM,400,2,"['Cash', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted']",3.2,Average,12
1260,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-1-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19, Ground Floor, 4D Square Mall, Motera, Chandkheda, Ahmedabad",Ahmedabad,"4D Square Mall, Chandkheda",,"4D Square Mall, Chandkheda, Ahmedabad","Beverages, Fast Food",11 AM to 11:30 PM,300,1,"['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Air Conditioned', 'Pure Veg']",3.3,Average,10
1261,Shake & Sip,['Beverage Shop'],https://www.zomato.com/ahmedabad/shake-sip-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"New Law Garden, SG Highway, Gota, Ahmedabad",Ahmedabad,Gota,,"Gota, Ahmedabad",Beverages,12noon – 12midnight (Mon-Sun),300,1,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']",0.0,Not rated,3
1262,Satva Ras,['Beverage Shop'],https://www.zomato.com/ahmedabad/satva-ras-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Ahmedabad One Mall, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad",Juices,10:30 AM to 9:30 PM,200,1,"['No Seating Available', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",3.3,Average,7
1263,Mad Over Juices,['Beverage Shop'],https://www.zomato.com/ahmedabad/mad-over-juices-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Ground Floor, APM Mall, Near Seema Hall, 100 Feet, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","Juices, Fast Food",11 AM to 11 PM,300,1,"['Cash', 'Takeaway Available', 'Standing Tables', 'Delivery']",3.4,Average,10
1264,Darbar Lassi Centre,['Beverage Shop'],https://www.zomato.com/ahmedabad/darbar-lassi-centre-bapunagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"21, Arun Chambers, Beside Samjuba Hospital, Bapunagar Char Rasta, Bapunagar, Ahmedabad",Ahmedabad,Bapunagar,,"Bapunagar, Ahmedabad",Beverages,10am – 12midnight (Mon-Sun),300,1,"['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.3,Average,4
1265,The Shake Maker,['Beverage Shop'],https://www.zomato.com/ahmedabad/the-shake-maker-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G/5, Giri Bhavan, Bhatta, Paldi, Ahmedabad",Ahmedabad,Paldi,,"Paldi, Ahmedabad","Beverages, Fast Food",11 AM to 11:30 PM,300,1,"['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Air Conditioned', 'Pure Veg']",3.0,Average,8
1266,Just Juice,['Beverage Shop'],https://www.zomato.com/ahmedabad/just-juice-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"White House,  Plot No 20, Opposite Kalupur Bank, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad",Juices,7 AM to 11 PM (Mon-Sun),200,1,"['Cash', 'Debit Card', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",3.2,Average,9
1267,New Prakash Cold Drinks,['Beverage Shop'],https://www.zomato.com/ahmedabad/new-prakash-cold-drinks-sabarmati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite H.H. Patel School, Ramnagar, Sabarmati, Ahmedabad",Ahmedabad,Sabarmati,,"Sabarmati, Ahmedabad","Beverages, Desserts",11 AM to 11 PM,200,1,"['Cash', 'No Alcohol Available', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg']",3.2,Average,12
1268,Fruitzone & Wafflespot,['Beverage Shop'],https://www.zomato.com/ahmedabad/fruitzone-wafflespot-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 8, Ground Floor, Sukh Shanti Complex, Anand Nagar Sarkhej Road, Bhatta, Paldi, Ahmedabad",Ahmedabad,Paldi,,"Paldi, Ahmedabad",Desserts,12noon – 12midnight (Mon-Sun),400,2,"['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating']",3.1,Average,4
1269,Juice Pitara,['Beverage Shop'],https://www.zomato.com/ahmedabad/juice-pitara-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 12, Ground Floor, Mangal Jyot Complex, Jodhpur Char Rasta, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Juices,7 AM to 10:30 PM,200,1,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",3.1,Average,4
1270,Geeta Juice Corner,['Beverage Shop'],https://www.zomato.com/ahmedabad/geeta-juice-corner-shahibagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Civil Hospital Gate No 4, Civil Road, Shahibagh, Ahmedabad",Ahmedabad,Shahibagh,,"Shahibagh, Ahmedabad","Juices, Desserts, Beverages",7 AM to 11 PM,100,1,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Desserts and Bakes']",3.0,Average,8
1271,Kudrati Kahumbo,['Beverage Shop'],https://www.zomato.com/ahmedabad/kudrati-kahumbo-vastral?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Block D, GF - 7, Pushp Business Campus, Opposite Shiv Shakti Society, Vastral Ahmedabad.",Ahmedabad,Vastral,,"Vastral, Ahmedabad",Beverages,11 AM to 11 PM,300,1,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",3.3,Average,2
