Restaurant,Review Count,Food Sentiments
"Reviews of Tandoor Se Biryani, Prahlad Nagar, Ahmedabad | Zomato",11,"{""packaging"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 2, ""negative"": 0}, ""chicken"": {""positive"": 1, ""negative"": 0}, ""biryani"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""combo"": {""positive"": 1, ""negative"": 0}, ""parathas"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Temptt Restro And Cafe, Chandkheda, Ahmedabad | Zomato",23,"{""pizza"": {""positive"": 1, ""negative"": 1}, ""food"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Belgian Waffle Co., Bodakdev, Ahmedabad | Zomato",1,"{""waffle"": {""positive"": 0, ""negative"": 1}}"
"Reviews of The Belgian Waffle Co., Gulbai Tekra, Ahmedabad | Zomato",12,"{""waffle"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of The Belgian Waffle Co., Vastrapur, Ahmedabad | Zomato",7,"{""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""waffle"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Black Chimney, Bodakdev, Ahmedabad | Zomato",16,"{""food"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 2}}"
"Reviews of The Blue Oven, Bodakdev, Ahmedabad | Zomato",2,"{""pasta"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Brownie Club, Bodakdev, Ahmedabad | Zomato",1,{}
"Reviews of The Butter Kitchen, Gurukul, Ahmedabad | Zomato",12,"{""naan"": {""positive"": 1, ""negative"": 0}, ""curry"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Chocolate Room, Navrangpura, Ahmedabad | Zomato",13,"{""cake"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 0, ""negative"": 1}}"
"Reviews of The Dark Roast, Prahlad Nagar, Ahmedabad | Zomato",1,{}
"Reviews of The Eatery - Four Points By Sheraton, Ellis Bridge, Ahmedabad | Zomato",28,"{""food"": {""positive"": 8, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""presentation"": {""positive"": 1, ""negative"": 0}, ""dosa"": {""positive"": 0, ""negative"": 1}}"
"Reviews of The Grand Thakar, Satellite, Ahmedabad | Zomato",17,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",41,"{""food"": {""positive"": 6, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""kebab"": {""positive"": 1, ""negative"": 0}, ""kebabs"": {""positive"": 1, ""negative"": 0}, ""chef"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Mad House Café, Gulbai Tekra, Ahmedabad | Zomato",12,"{""sandwich"": {""positive"": 1, ""negative"": 0}, ""fries"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Nine Restaurant, Prahlad Nagar, Ahmedabad | Zomato",22,"{""food"": {""positive"": 7, ""negative"": 0}, ""taste"": {""positive"": 3, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Orchid, Odhav, Ahmedabad | Zomato",13,"{""experience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Pancake Story, Navrangpura, Ahmedabad | Zomato",21,"{""pancake"": {""positive"": 5, ""negative"": 0}, ""waffles"": {""positive"": 1, ""negative"": 0}, ""price"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Project Cafe, Ambavadi, Ahmedabad | Zomato",17,"{""lasagna"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 0, ""negative"": 1}, ""bread"": {""positive"": 0, ""negative"": 1}}"
"Reviews of The Red Bistro, Bodakdev, Ahmedabad | Zomato",2,{}
"Reviews of The Riverfront Grill - Lemon Tree Hotel, Lal Darwaja, Ahmedabad | Zomato",31,"{""biryani"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 5, ""negative"": 0}, ""view"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 3, ""negative"": 0}, ""drinks"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""gujarati"": {""positive"": 1, ""negative"": 0}, ""drink"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Secret Kitchen, Bodakdev, Ahmedabad | Zomato",27,"{""food"": {""positive"": 6, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""vibe"": {""positive"": 1, ""negative"": 0}, ""sizzler"": {""positive"": 1, ""negative"": 0}, ""breads"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Shake Maker, Bodakdev, Ahmedabad | Zomato",37,"{""shakes"": {""positive"": 3, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""fries"": {""positive"": 4, ""negative"": 0}, ""shake"": {""positive"": 3, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Shake Maker, Bopal, Ahmedabad | Zomato",9,"{""taste"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 1}}"
"Reviews of The Shake Maker, C G Road, Ahmedabad | Zomato",2,{}
"Reviews of The Shake Maker, Chandkheda, Ahmedabad | Zomato",9,{}
"Reviews of The Shake Maker, Mani Nagar, Ahmedabad | Zomato",5,{}
"Reviews of The Shake Maker, Nikol, Ahmedabad | Zomato",9,"{""coffee"": {""positive"": 0, ""negative"": 1}}"
"Reviews of The Shake Maker, Paldi, Ahmedabad | Zomato",6,{}
"Reviews of The Shake Maker, Satellite, Ahmedabad | Zomato",1,{}
"Reviews of The Shake Maker, Shahibagh, Ahmedabad | Zomato",1,{}
"Reviews of The Shake Maker, Sola, Ahmedabad | Zomato",5,"{""menu"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Shake Maker, Vastrapur, Ahmedabad | Zomato",1,{}
"Reviews of The Square - Hotel Novotel, Satellite, Ahmedabad | Zomato",32,"{""buffet"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 7, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}, ""hygiene"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 1, ""negative"": 0}, ""mutton"": {""positive"": 1, ""negative"": 0}}"
"Reviews of The Twisted Bakery & Kafe, Vejalpur, Ahmedabad | Zomato",9,"{""pasta"": {""positive"": 1, ""negative"": 0}, ""cake"": {""positive"": 4, ""negative"": 0}}"
"Reviews of Theka, Thaltej, Ahmedabad | Zomato",42,"{""shake"": {""positive"": 2, ""negative"": 0}, ""coffees"": {""positive"": 2, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""presentation"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 3, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""drink"": {""positive"": 0, ""negative"": 1}, ""shakes"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Timpani - Radisson Blu, Ambavadi, Ahmedabad | Zomato",29,"{""food"": {""positive"": 5, ""negative"": 0}, ""soups"": {""positive"": 1, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 4, ""negative"": 0}, ""cake"": {""positive"": 1, ""negative"": 0}, ""behavior"": {""positive"": 1, ""negative"": 0}, ""chef"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Tinello - Hyatt Regency, Ashram Road, Ahmedabad | Zomato",26,"{""food"": {""positive"": 6, ""negative"": 0}, ""pizzas"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Tomato's, C G Road, Ahmedabad | Zomato",11,"{""ambience"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Toran Dining Hall, Navrangpura, Ahmedabad | Zomato",18,"{""food"": {""positive"": 5, ""negative"": 0}}"
"Reviews of Turquoise Villa, Vastrapur, Ahmedabad | Zomato",12,"{""food"": {""positive"": 5, ""negative"": 0}}"
"Reviews of Two Hand Milk Shake & Juice, Isanpur, Ahmedabad | Zomato",1,{}
"Reviews of US Pizza, Nikol, Ahmedabad | Zomato",9,"{""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Udipi Cafe, Paldi, Ahmedabad | Zomato",20,"{""tasty"": {""positive"": 2, ""negative"": 0}, ""sambhar"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Umami By Curries, Vastrapur, Ahmedabad | Zomato",13,"{""food"": {""positive"": 3, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""roti"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Unlocked, Navrangpura, Ahmedabad | Zomato",21,"{""ambience"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 1}, ""service"": {""positive"": 3, ""negative"": 0}, ""salad"": {""positive"": 1, ""negative"": 0}, ""ramen"": {""positive"": 1, ""negative"": 0}, ""vibe"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Upper Crust, Bopal, Ahmedabad | Zomato",14,"{""pasta"": {""positive"": 1, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Upper Crust, Navrangpura, Ahmedabad | Zomato",36,"{""staff"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 7, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""sizzler"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Upper Crust, Prahlad Nagar, Ahmedabad | Zomato",17,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Upper Crust, Vastrapur, Ahmedabad | Zomato",14,"{""chicken"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""sizzler"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",14,"{""khichdi"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vadilal Hangout, Naranpura, Ahmedabad | Zomato",12,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vadilal Hangout, Satellite, Ahmedabad | Zomato",9,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vanilla The Cake Shop, Vastrapur, Ahmedabad | Zomato",31,"{""cake"": {""positive"": 7, ""negative"": 0}, ""bakery"": {""positive"": 1, ""negative"": 0}, ""breads"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""flavour"": {""positive"": 2, ""negative"": 0}, ""cakes"": {""positive"": 2, ""negative"": 0}}"
"Reviews of VarieTea, Bodakdev, Ahmedabad | Zomato",45,"{""service"": {""positive"": 5, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vijay Ratlami Dalwada Centre, Kankaria, Ahmedabad | Zomato",3,"{""ambiance"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vijay Sweets, Shahibagh, Ahmedabad | Zomato",5,"{""taste"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Vintage Village, Naroda, Ahmedabad | Zomato",32,"{""taste"": {""positive"": 3, ""negative"": 0}, ""ambience"": {""positive"": 3, ""negative"": 0}, ""food"": {""positive"": 10, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""thali"": {""positive"": 3, ""negative"": 0}, ""drink"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vipul Dudhia Gajara, Navrangpura, Ahmedabad | Zomato",10,{}
"Reviews of Vipul Dudhiya Sweets, Bodakdev, Ahmedabad | Zomato",4,{}
"Reviews of Vipul Dudhiya Sweets, Bopal, Ahmedabad | Zomato",2,"{""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Vipul Dudhiya Sweets, Chandkheda, Ahmedabad | Zomato",1,{}
"Reviews of Vipul Dudhiya Sweets, Gota, Ahmedabad | Zomato",5,"{""chaas"": {""positive"": 1, ""negative"": 0}, ""sweets"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""samosa"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Vipul Dudhiya Sweets, Mani Nagar, Ahmedabad | Zomato",4,"{""samosa"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vipul Dudhiya Sweets, Nikol, Ahmedabad | Zomato",4,"{""sweets"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vipul Dudhiya Sweets, Paldi, Ahmedabad | Zomato",13,{}
"Reviews of Vipul Dudhiya Sweets, Satellite, Ahmedabad | Zomato",20,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vipul Dudhiya Sweets, Sola, Ahmedabad | Zomato",7,{}
"Reviews of Vishalla, Vasna, Ahmedabad | Zomato",9,"{""quality"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Vittle Box, Navrangpura, Ahmedabad | Zomato",2,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of WAVE - Double Tree By Hilton, Bopal, Ahmedabad | Zomato",15,"{""service"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 1, ""negative"": 0}, ""salad"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""platter"": {""positive"": 0, ""negative"": 1}, ""chicken"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Wagh Bakri Tea Lounge, Ellis Bridge, Ahmedabad | Zomato",11,"{""quality"": {""positive"": 1, ""negative"": 0}, ""poha"": {""positive"": 1, ""negative"": 1}, ""chai"": {""positive"": 0, ""negative"": 1}, ""cake"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Wagh Bakri Tea Lounge, Navrangpura, Ahmedabad | Zomato",11,"{""tea"": {""positive"": 1, ""negative"": 0}, ""samosa"": {""positive"": 0, ""negative"": 1}, ""food"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Wawa Fastorant, Chandkheda, Ahmedabad | Zomato",2,"{""cake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Welcomcafe Ikkat, Ashram Road, Ahmedabad | Zomato",34,"{""music"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 11, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""hygiene"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""portion"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of William John's Pizza, Chandkheda, Ahmedabad | Zomato",2,"{""ambience"": {""positive"": 1, ""negative"": 0}, ""starter"": {""positive"": 1, ""negative"": 0}}"
"Reviews of William John's Pizza, Mani Nagar, Ahmedabad | Zomato",13,"{""packing"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 1, ""negative"": 0}, ""salad"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 1}}"
"Reviews of Wind & Water- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",20,"{""staff"": {""positive"": 1, ""negative"": 0}, ""naan"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 3, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}}"
"Reviews of World Cuisine Restaurant, Mani Nagar, Ahmedabad | Zomato",5,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Xocolat Chocolatiers Cafe & Bakery, Satellite, Ahmedabad | Zomato",3,"{""cheesecake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Yaara Da Dhaba, Sola, Ahmedabad | Zomato",1,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Yanki Sizzlerr, Navrangpura, Ahmedabad | Zomato",18,"{""food"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Yanki Sizzlerr, Thaltej, Ahmedabad | Zomato",43,"{""food"": {""positive"": 6, ""negative"": 0}, ""sizzlers"": {""positive"": 2, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""sizzler"": {""positive"": 2, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Yogesh Khaman House, Naranpura, Ahmedabad | Zomato",23,"{""spicy"": {""positive"": 1, ""negative"": 0}, ""khaman"": {""positive"": 4, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""chutney"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Zen Cafe, Navrangpura, Ahmedabad | Zomato",37,"{""cafe"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""cappuccino"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""art"": {""positive"": 1, ""negative"": 0}, ""coffees"": {""positive"": 2, ""negative"": 0}, ""tea"": {""positive"": 1, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}, ""mocktails"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""nachos"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Zen Cafe, Satellite, Ahmedabad | Zomato",5,"{""hummus"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",14,"{""economical"": {""positive"": 1, ""negative"": 0}, ""raita"": {""positive"": 1, ""negative"": 0}, ""parathas"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Zodiac- Fortune Select, Sola, Ahmedabad | Zomato",8,"{""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""vibe"": {""positive"": 1, ""negative"": 0}}"
"Reviews of 22nd Parallel, Satellite, Ahmedabad | Zomato",18,"{""dosa"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""chaas"": {""positive"": 0, ""negative"": 1}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of @Mango, Bodakdev, Ahmedabad | Zomato",18,"{""packing"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 0, ""negative"": 1}}"
"Reviews of A Gourmesserie, Prahlad Nagar, Ahmedabad | Zomato",20,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 1}}"
"Reviews of AQVA, Bopal, Ahmedabad | Zomato",29,"{""food"": {""positive"": 4, ""negative"": 0}}"
"Reviews of Amazing Hyderabadi Dum Biryani, Chandkheda, Ahmedabad | Zomato",12,"{""portion"": {""positive"": 1, ""negative"": 0}, ""chicken"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Amrutam, Nikol, Ahmedabad | Zomato",22,"{""taste"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""farsan"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Annapurna Idli Corner, Mani Nagar, Ahmedabad | Zomato",15,"{""idli"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Atrangi Amdavadi Thali, Vasna, Ahmedabad | Zomato",21,"{""food"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 5, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Aura - Courtyard By Marriott SBR, Bodakdev, Ahmedabad | Zomato",19,"{""chutneys"": {""positive"": 1, ""negative"": 0}, ""kachori"": {""positive"": 1, ""negative"": 0}, ""chocolate"": {""positive"": 1, ""negative"": 0}, ""platter"": {""positive"": 1, ""negative"": 0}, ""manchurian"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Banjara - Gourmet Dining, Bodakdev, Ahmedabad | Zomato",31,"{""food"": {""positive"": 8, ""negative"": 0}, ""sizzler"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Bella Vita Pizza - Nature Inspired, Memnagar, Ahmedabad | Zomato",14,"{""pizza"": {""positive"": 2, ""negative"": 1}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Bellasen Bistro, Bodakdev, Ahmedabad | Zomato",37,"{""food"": {""positive"": 6, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""chicken"": {""positive"": 3, ""negative"": 0}, ""staff"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Brewich, Chandkheda, Ahmedabad | Zomato",27,"{""soup"": {""positive"": 1, ""negative"": 0}, ""fondue"": {""positive"": 1, ""negative"": 0}, ""panini"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""fries"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""location"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 2, ""negative"": 1}, ""pizza"": {""positive"": 1, ""negative"": 1}}"
"Reviews of Brooks, Chandkheda, Ahmedabad | Zomato",14,"{""ambience"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 2, ""negative"": 0}, ""starter"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Burma Burma, Thaltej, Ahmedabad | Zomato",30,"{""food"": {""positive"": 6, ""negative"": 0}, ""noodles"": {""positive"": 2, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""cheesecake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Cafe Kyzo, Bodakdev, Ahmedabad | Zomato",10,"{""burgers"": {""positive"": 1, ""negative"": 0}, ""authentic"": {""positive"": 1, ""negative"": 0}, ""combo"": {""positive"": 1, ""negative"": 0}, ""cafe"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""coffee"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""burger"": {""positive"": 2, ""negative"": 0}, ""host"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Cafe TT, Chandkheda, Ahmedabad | Zomato",4,{}
"Reviews of Caffe Allora, Thaltej, Ahmedabad | Zomato",50,"{""food"": {""positive"": 8, ""negative"": 0}, ""tasty"": {""positive"": 2, ""negative"": 0}, ""pizzas"": {""positive"": 4, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 2}, ""quality"": {""positive"": 2, ""negative"": 0}, ""pasta"": {""positive"": 2, ""negative"": 0}, ""pizza"": {""positive"": 4, ""negative"": 0}}"
"Reviews of Cha, Thaltej, Ahmedabad | Zomato",27,"{""food"": {""positive"": 1, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""portion"": {""positive"": 0, ""negative"": 1}, ""service"": {""positive"": 0, ""negative"": 1}}"
