Restaurant,Review Count,Food Sentiments
"Reviews of Jay Bhavani Vadapav, Bopal, Ahmedabad | Zomato",5,{}
"Reviews of Jay Jalaram Khaman House, Satellite, Ahmedabad | Zomato",6,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jay Nilkanth Food, Navrangpura, Ahmedabad | Zomato",3,{}
"Reviews of Jayhind Sweets, Manek Chowk, Ahmedabad | Zomato",16,{}
"Reviews of Jayhind Sweets, Navrangpura, Ahmedabad | Zomato",10,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jayhind Sweets, Vastrapur, Ahmedabad | Zomato",12,{}
"Reviews of Jodhpur Sweets, Naranpura, Ahmedabad | Zomato",1,{}
"Reviews of Jugaad Nights, Navrangpura, Ahmedabad | Zomato",17,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jugaad Nights, Prahlad Nagar, Ahmedabad | Zomato",4,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jus De' Cane, Gurukul, Ahmedabad | Zomato",18,"{""taste"": {""positive"": 1, ""negative"": 0}, ""juice"": {""positive"": 4, ""negative"": 1}}"
"Reviews of K3 Food Corner, Kankaria, Ahmedabad | Zomato",11,"{""corn"": {""positive"": 1, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of KFC, Alpha One Mall, Vastrapur, Ahmedabad | Zomato",10,"{""food"": {""positive"": 1, ""negative"": 0}, ""burger"": {""positive"": 1, ""negative"": 0}}"
"Reviews of KFC, Prahlad Nagar, Ahmedabad | Zomato",14,"{""rolls"": {""positive"": 0, ""negative"": 1}, ""food"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kabhi B, Ambavadi, Ahmedabad | Zomato",18,"{""chocolate"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",17,"{""dal"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kaffee - Mast Hai, Chandkheda, Ahmedabad | Zomato",18,"{""coffee"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}, ""sandwich"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kake Di Hatti, Bodakdev, Ahmedabad | Zomato",10,"{""ambiance"": {""positive"": 2, ""negative"": 0}, ""spicy"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kamal Sweets, Relief Road, Ahmedabad | Zomato",12,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kandoi Bhogilal Mulchand, Ashram Road, Ahmedabad | Zomato",23,"{""experience"": {""positive"": 1, ""negative"": 0}, ""cake"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""sweets"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kandoi Bhogilal Mulchand, Manek Chowk, Ahmedabad | Zomato",29,"{""sweets"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kandoi Bhogilal Mulchand, Mani Nagar, Ahmedabad | Zomato",7,"{""mohanthal"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""sweets"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kandoi Bhogilal Mulchand, Navrangpura, Ahmedabad | Zomato",20,{}
"Reviews of Kandoi Bhogilal Mulchand, Satellite, Ahmedabad | Zomato",44,"{""packing"": {""positive"": 1, ""negative"": 0}, ""sweets"": {""positive"": 1, ""negative"": 0}, ""mohanthal"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kantilal Manilal's Gopi, Kalupur, Ahmedabad | Zomato",35,"{""packing"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kantilal Manilal's Gopi, Navrangpura, Ahmedabad | Zomato",36,"{""service"": {""positive"": 3, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kantilal Manilal's Gopi, Paldi, Ahmedabad | Zomato",29,"{""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Karnavati Dabeli, Naroda, Ahmedabad | Zomato",11,"{""sauce"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Karnavati Dabeli, Vastrapur, Ahmedabad | Zomato",6,{}
"Reviews of Karnavati Snacks, Satellite, Ahmedabad | Zomato",7,"{""food"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kesar Foods, Vastrapur, Ahmedabad | Zomato",17,"{""parathas"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Keventers - Milkshakes & Desserts, Navrangpura, Ahmedabad | Zomato",21,"{""packaging"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}, ""coffee"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Khichdi Etc, Mani Nagar, Ahmedabad | Zomato",19,"{""khichadi"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Khichdi Etc, Navrangpura, Ahmedabad | Zomato",22,"{""food"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}, ""combo"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Khichdi Etc, Prahlad Nagar, Ahmedabad | Zomato",21,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""khichdi"": {""positive"": 1, ""negative"": 0}, ""khichadi"": {""positive"": 1, ""negative"": 0}, ""portion"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Knife & Fork, Prahlad Nagar, Ahmedabad | Zomato",13,"{""spicy"": {""positive"": 1, ""negative"": 0}, ""owner"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""naan"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""chicken"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kovallam, C G Road, Ahmedabad | Zomato",23,"{""food"": {""positive"": 4, ""negative"": 0}, ""portions"": {""positive"": 1, ""negative"": 0}, ""authentic"": {""positive"": 1, ""negative"": 0}, ""idli"": {""positive"": 1, ""negative"": 0}, ""dosa"": {""positive"": 1, ""negative"": 1}, ""sambhar"": {""positive"": 1, ""negative"": 0}, ""chutney"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kudrati Kahumbo, Nikol, Ahmedabad | Zomato",13,"{""experience"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""juices"": {""positive"": 1, ""negative"": 0}, ""shakes"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Kunal Sweets, Memnagar, Ahmedabad | Zomato",14,"{""experience"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""jalebi"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kuro - Renaissance Hotel, Sola, Ahmedabad | Zomato",21,"{""food"": {""positive"": 3, ""negative"": 2}, ""service"": {""positive"": 1, ""negative"": 0}, ""noodle"": {""positive"": 1, ""negative"": 0}, ""sushi"": {""positive"": 1, ""negative"": 0}, ""momos"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Kutchhimadu, Satellite, Ahmedabad | Zomato",11,{}
"Reviews of La Pino'z Pizza, Bopal, Ahmedabad | Zomato",6,"{""food"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 0, ""negative"": 1}}"
"Reviews of La Pino'z Pizza, Ellis Bridge, Ahmedabad | Zomato",13,"{""staff"": {""positive"": 2, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of La Pino'z Pizza, Shahibagh, Ahmedabad | Zomato",1,{}
"Reviews of La Pino'z Pizza, Vastrapur, Ahmedabad | Zomato",3,{}
"Reviews of La Vista - Cama Hotel, Lal Darwaja, Ahmedabad | Zomato",26,"{""ambience"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""menu"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""chicken"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Laxmi Ganthiya Rath, Ambavadi, Ahmedabad | Zomato",9,"{""quality"": {""positive"": 1, ""negative"": 0}, ""packing"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Laxmi Ganthiya Rath, Bodakdev, Ahmedabad | Zomato",12,"{""chutneys"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Laxmi Ganthiya Rath, Bopal, Ahmedabad | Zomato",4,{}
"Reviews of Laxmi Ganthiya Rath, Memnagar, Ahmedabad | Zomato",7,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Laxmi Ganthiya Rath, Naranpura, Ahmedabad | Zomato",9,"{""jalebi"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Le Artisan Boulangerie, Bodakdev, Ahmedabad | Zomato",30,"{""platter"": {""positive"": 2, ""negative"": 0}, ""bakery"": {""positive"": 5, ""negative"": 0}, ""platters"": {""positive"": 1, ""negative"": 0}, ""cakes"": {""positive"": 1, ""negative"": 0}, ""beverages"": {""positive"": 1, ""negative"": 0}, ""shakes"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Legends Of Punjab - By Pepperazi, Gulbai Tekra, Ahmedabad | Zomato",13,"{""roti"": {""positive"": 1, ""negative"": 0}, ""dal"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Levels Cafe, Bodakdev, Ahmedabad | Zomato",35,"{""taste"": {""positive"": 1, ""negative"": 0}, ""sandwiches"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 4, ""negative"": 0}, ""noodles"": {""positive"": 1, ""negative"": 0}, ""price"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 1}, ""quality"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 2, ""negative"": 0}, ""shakes"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 8, ""negative"": 0}, ""atmosphere"": {""positive"": 1, ""negative"": 0}, ""location"": {""positive"": 2, ""negative"": 0}, ""fries"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 2, ""negative"": 0}, ""cafe"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""pizzas"": {""positive"": 1, ""negative"": 0}, ""smoothie"": {""positive"": 1, ""negative"": 0}, ""drinks"": {""positive"": 1, ""negative"": 0}, ""music"": {""positive"": 2, ""negative"": 0}, ""cappuccino"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Lijjat Khaman, Mani Nagar, Ahmedabad | Zomato",7,{}
"Reviews of Lil' Heaven Cafe, Thaltej, Ahmedabad | Zomato",20,"{""music"": {""positive"": 3, ""negative"": 0}, ""food"": {""positive"": 5, ""negative"": 0}, ""bread"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""mocktails"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Little French House, Navrangpura, Ahmedabad | Zomato",14,"{""packing"": {""positive"": 1, ""negative"": 0}, ""pie"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 0, ""negative"": 2}}"
"Reviews of Lollo Rosso, Bodakdev, Ahmedabad | Zomato",36,"{""food"": {""positive"": 15, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""hospitality"": {""positive"": 1, ""negative"": 0}, ""platter"": {""positive"": 1, ""negative"": 0}, ""waiter"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""sushi"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Lollo Rosso, Naranpura, Ahmedabad | Zomato",29,"{""food"": {""positive"": 5, ""negative"": 0}, ""service"": {""positive"": 4, ""negative"": 0}, ""sushi"": {""positive"": 1, ""negative"": 0}, ""dessert"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Lovely Rabdi, Mani Nagar, Ahmedabad | Zomato",17,"{""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""price"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""sweets"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Lucknow Chavana & Sweet Mart, Kankaria, Ahmedabad | Zomato",13,"{""taste"": {""positive"": 1, ""negative"": 0}, ""jalebi"": {""positive"": 2, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}}"
"Reviews of M.L.F Franco, Navrangpura, Ahmedabad | Zomato",5,"{""quantity"": {""positive"": 1, ""negative"": 0}}"
"Reviews of M.M. Parotha House, Ellis Bridge, Ahmedabad | Zomato",11,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of MM Kota Kachori, Vejalpur, Ahmedabad | Zomato",6,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Madhav Dairy, Shahibagh, Ahmedabad | Zomato",5,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Madhavrao, Prahlad Nagar, Ahmedabad | Zomato",16,"{""quality"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mahalaxmi Bhaji Pav-Manekchowk Wala, Bodakdev, Ahmedabad | Zomato",3,{}
"Reviews of Maharaj Fancy Dosa, Bopal, Ahmedabad | Zomato",14,"{""packaging"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""dosa"": {""positive"": 2, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Maharaj, Naranpura, Ahmedabad | Zomato",26,"{""samosa"": {""positive"": 6, ""negative"": 0}, ""snacks"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Maharishi Dhaba, Thaltej, Ahmedabad | Zomato",12,"{""biryani"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Mahaveer Food Point, Subhash Bridge, Ahmedabad | Zomato",4,"{""chaat"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Manek Chowk Sandwich & Pizza, Prahlad Nagar, Ahmedabad | Zomato",1,{}
"Reviews of Manmohan Chavana & Sweet Mart, Vejalpur, Ahmedabad | Zomato",4,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mansuri Halwa, Bhadra, Ahmedabad | Zomato",20,"{""sweets"": {""positive"": 2, ""negative"": 0}, ""price"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Marky Momos, Chandkheda, Ahmedabad | Zomato",12,"{""momos"": {""positive"": 1, ""negative"": 0}, ""packing"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Maruti Gujarati Thali, Vastrapur, Ahmedabad | Zomato",33,"{""ambience"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 8, ""negative"": 1}, ""service"": {""positive"": 1, ""negative"": 0}, ""gujarati"": {""positive"": 1, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""dal"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""owner"": {""positive"": 1, ""negative"": 0}, ""management"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Masala County, Shree Balaji Agora Mall, Chandkheda, Ahmedabad | Zomato",28,"{""quality"": {""positive"": 3, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""chaap"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 2}}"
"Reviews of Massala Theoryy, Bopal, Ahmedabad | Zomato",11,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mayur Bhajiya, Naranpura, Ahmedabad | Zomato",4,{}
"Reviews of McDonald's, Chandkheda, Ahmedabad | Zomato",6,{}
"Reviews of McDonald's, Himalaya Mall, Gurukul, Ahmedabad | Zomato",3,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of McDonald's, Kankaria, Ahmedabad | Zomato",10,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of McDonald's, Navrangpura, Ahmedabad | Zomato",9,{}
"Reviews of McDonald's, Nikol, Ahmedabad | Zomato",6,{}
"Reviews of McDonald's, Prahlad Nagar, Ahmedabad | Zomato",7,"{""food"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 1, ""negative"": 0}, ""fries"": {""positive"": 0, ""negative"": 1}, ""roti"": {""positive"": 0, ""negative"": 1}}"
"Reviews of McDonald's, Satellite, Ahmedabad | Zomato",10,"{""quantity"": {""positive"": 0, ""negative"": 1}, ""food"": {""positive"": 0, ""negative"": 1}, ""burgers"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Mehta Chavana & Sweet Mart, Ashram Road, Ahmedabad | Zomato",5,"{""sweets"": {""positive"": 1, ""negative"": 0}, ""interior"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mewad, Navrangpura, Ahmedabad | Zomato",11,"{""maggi"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mill & Co. - Renaissance Hotel, Sola, Ahmedabad | Zomato",18,"{""pasta"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 1, ""negative"": 0}, ""drinks"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Mirch Masala, Bodakdev, Ahmedabad | Zomato",28,"{""food"": {""positive"": 1, ""negative"": 0}, ""jalebi"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mirch Masala, C G Road, Ahmedabad | Zomato",22,"{""food"": {""positive"": 1, ""negative"": 1}}"
"Reviews of Mirch Masala, Mani Nagar, Ahmedabad | Zomato",32,"{""service"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""jalebi"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Mirch Masala, Satellite, Ahmedabad | Zomato",30,"{""food"": {""positive"": 3, ""negative"": 0}, ""manager"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mirch Masala, Vittal Mall, Chandkheda, Ahmedabad | Zomato",22,"{""quantity"": {""positive"": 1, ""negative"": 0}, ""biryani"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""paratha"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Mirzapur Sweet Mart, Bhadra, Ahmedabad | Zomato",4,"{""sweets"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mishmash, Bodakdev, Ahmedabad | Zomato",2,{}
"Reviews of Mithai and More by Shreeji Dairy, Mani Nagar, Ahmedabad | Zomato",9,{}
"Reviews of Miyabi, Bopal, Ahmedabad | Zomato",2,{}
"Reviews of Mleko, Navrangpura, Ahmedabad | Zomato",16,"{""coffee"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of MoMo Café - Courtyard By Marriott, Satellite, Ahmedabad | Zomato",21,"{""food"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""chef"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mocha, Bodakdev, Ahmedabad | Zomato",30,"{""food"": {""positive"": 5, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 2}}"
"Reviews of Moco Cabana, Chandkheda, Ahmedabad | Zomato",9,"{""staff"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Modi Sandwich & Pizza, Paldi, Ahmedabad | Zomato",5,"{""sandwich"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Mohanlal S Mithaiwala, Navrangpura, Ahmedabad | Zomato",15,{}
"Reviews of Moi - The Dessert Studio, Bodakdev, Ahmedabad | Zomato",13,"{""shake"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Momoman, Gurukul, Ahmedabad | Zomato",20,"{""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 3, ""negative"": 0}, ""spicy"": {""positive"": 1, ""negative"": 0}, ""chutney"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Momos Cart, Kankaria, Ahmedabad | Zomato",14,"{""chutney"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mongini's, Naranpura, Ahmedabad | Zomato",1,{}
"Reviews of Moti Bakery, Kalupur, Ahmedabad | Zomato",21,"{""taste"": {""positive"": 1, ""negative"": 0}, ""bakery"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Moti Bakery, Sarkhej, Ahmedabad | Zomato",20,"{""bakery"": {""positive"": 1, ""negative"": 0}, ""cakes"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""pastries"": {""positive"": 1, ""negative"": 0}, ""pastry"": {""positive"": 1, ""negative"": 0}, ""snacks"": {""positive"": 1, ""negative"": 0}, ""burger"": {""positive"": 1, ""negative"": 0}, ""burgers"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mr & Mrs Somani - The Grand Bhagwati, Bodakdev, Ahmedabad | Zomato",19,"{""food"": {""positive"": 3, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Mr. Puff, Sola, Ahmedabad | Zomato",1,{}
"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",45,"{""staff"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 6, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Mumbai Food Court, Bodakdev, Ahmedabad | Zomato",7,"{""management"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Nachos & More, Bopal, Ahmedabad | Zomato",2,{}
"Reviews of Nanking Express, Vastrapur, Ahmedabad | Zomato",12,"{""tasty"": {""positive"": 1, ""negative"": 0}, ""packing"": {""positive"": 1, ""negative"": 0}, ""chicken"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Natural Ice Cream, Navrangpura, Ahmedabad | Zomato",1,{}
"Reviews of Navin Chavana And Sweet Mart, Navrangpura, Ahmedabad | Zomato",18,"{""kachori"": {""positive"": 2, ""negative"": 0}, ""farsan"": {""positive"": 1, ""negative"": 0}}"
"Reviews of New Bera Samosa House By Munavvar, Sarkhej, Ahmedabad | Zomato",7,{}
"Reviews of New Egg World, Gota, Ahmedabad | Zomato",2,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of New Famous Samosa House, Shahpur, Ahmedabad | Zomato",33,"{""tasty"": {""positive"": 2, ""negative"": 0}, ""samosa"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""kebabs"": {""positive"": 2, ""negative"": 0}, ""kebab"": {""positive"": 0, ""negative"": 1}}"
"Reviews of New Freeze Land, Bodakdev, Ahmedabad | Zomato",11,"{""taste"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 1}}"
"Reviews of New Freeze Land, C G Road, Ahmedabad | Zomato",3,{}
"Reviews of New Freeze Land, Prahlad Nagar, Ahmedabad | Zomato",1,{}
"Reviews of New Girish Cold Drinks -Ashram Road, Ashram Road, Ahmedabad | Zomato",11,"{""shakes"": {""positive"": 1, ""negative"": 0}}"
"Reviews of New Gujarat Dalvada, Ellis Bridge, Ahmedabad | Zomato",34,"{""vada"": {""positive"": 1, ""negative"": 0}, ""flavour"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 3, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of New Irani Restaurant, Bhadra, Ahmedabad | Zomato",38,"{""quiet"": {""positive"": 1, ""negative"": 0}, ""chai"": {""positive"": 1, ""negative"": 0}, ""combo"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""spicy"": {""positive"": 1, ""negative"": 0}, ""mutton"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""tea"": {""positive"": 1, ""negative"": 0}}"
"Reviews of New Lucky Restaurant, Lal Darwaja, Ahmedabad | Zomato",10,"{""taste"": {""positive"": 1, ""negative"": 0}, ""noodles"": {""positive"": 1, ""negative"": 0}}"
"Reviews of New Mansuri Halwa Corner, Sarkhej, Ahmedabad | Zomato",10,{}
"Reviews of New Prakash Cold Drinks, Sabarmati, Ahmedabad | Zomato",1,"{""cakes"": {""positive"": 0, ""negative"": 1}}"
