aggregate_rating,city,index,price_range,name,location_url,url,average_cost_for_two,phone,timings,cuisines,address,rating_text,establishment,locality_verbose,votes,more_info,zipcode,locality,highlights,highlights_4/5_star,highlights_5_star_property,highlights_air_conditioned,highlights_all_day_breakfast,highlights_available_for_functions,highlights_axis_bank_-_dining_delights,highlights_board_games,highlights_breakfast,highlights_brunch,highlights_buffet,highlights_bulk_orders_accepted,highlights_cash,highlights_couple_entry_only,highlights_credit_card,highlights_dj,highlights_debit_card,highlights_delivery,highlights_desserts_and_bakes,highlights_digital_payments_accepted,highlights_dinner,highlights_disabled_friendly,highlights_family_friendly,highlights_free_parking,highlights_free_wifi,highlights_gaming_area,highlights_gluten_free_options,highlights_group_meal,highlights_halal,highlights_happy_hours,highlights_high_tea,highlights_home_delivery,highlights_indoor_seating,highlights_keto_options,highlights_kid_friendly,highlights_live_entertainment,highlights_live_music,highlights_live_sports_screening,highlights_low-intensity_music,highlights_lunch_menu,highlights_lunch,highlights_luxury_dining,highlights_mall_parking,highlights_no_alcohol_available,highlights_no_seating_available,highlights_outdoor_seating,highlights_party_music,highlights_pet_friendly,highlights_poolside,highlights_pre-ordering_required,highlights_private_dining_area_available,highlights_pure_veg,highlights_restroom_available,highlights_romantic_dining,highlights_rooftop,highlights_self_service,highlights_serves_alcohol,highlights_serves_cocktails,highlights_serves_jain_food,highlights_serves_non_veg,highlights_smoking_area,highlights_sneakpeek,highlights_sodexo,highlights_standing_tables,highlights_street_parking,highlights_subscription_available,highlights_sugar_free_options,highlights_table_reservation_not_required,highlights_table_booking_for_groups,highlights_table_booking_not_available,highlights_table_booking_recommended,highlights_table_reservation_required,highlights_takeaway_available,highlights_ticket_restaurant,highlights_unlimited_pizza,highlights_valet_parking_available,highlights_variable_menu,highlights_vegan_options,highlights_vegetarian_only,highlights_wheelchair_accessible,highlights_wifi,highlights_wine,highlights_work_friendly,highlights_
0.0,Ahmedabad,764,2.0,Food 4 Good,https://www.google.com/maps/search/?api=1&query=Food%204%20Good%2C%20Stall%20Number%205%2C%20SBR%20Soical%2C%20Opposite%20Gotilaauda%20Garden%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/food-4-good-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,600,,7 PM to 12 Midnight,"Mexican, Lebanese, Italian","Stall Number 5, SBR Soical, Opposite Gotilaauda Garden, Bodakdev, Ahmedabad",Not rated,['Food Court'],"SBR Social, Bodakdev, Ahmedabad",2.0,,,"SBR Social, Bodakdev","['Takeaway Available', 'Dinner', 'Cash', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,765,2.0,Brewbakes Cafe,https://www.google.com/maps/search/?api=1&query=Brewbakes%20Cafe%2C%20Madrush%20Food%20Park%2C%20Behind%20Minotti%2C%20Sindhu%20Bhawan%20Road%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/brewbakes-cafe-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,7 PM to 1 AM,Beverages,"Madrush Food Park, Behind Minotti, Sindhu Bhawan Road, Bodakdev, Ahmedabad",Not rated,['Food Court'],"Bodakdev, Ahmedabad",0.0,,,Bodakdev,"['Takeaway Available', 'Dinner', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,766,2.0,Woodfried Pizza By Big Bite Cafe,https://www.google.com/maps/search/?api=1&query=Woodfried%20Pizza%20By%20Big%20Bite%20Cafe%2C%20Stall%2019%2C%2020%2C%2021%2C%20Opposite%20Gotila%20Auda%20Garden%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/woodfried-pizza-by-big-bite-cafe-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,500,,6:30 PM to 12 Midnight,Pizza,"Stall 19, 20, 21, Opposite Gotila Auda Garden, Bodakdev, Ahmedabad",Not rated,['Food Court'],"SBR Social, Bodakdev, Ahmedabad",1.0,,,"SBR Social, Bodakdev","['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,767,1.0,Meraki,https://www.google.com/maps/search/?api=1&query=Meraki%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/meraki-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,7 PM to 12 Midnight,"Fast Food, Chinese","SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Not rated,['Food Court'],"SBR Social, Bodakdev, Ahmedabad",2.0,,,"SBR Social, Bodakdev","['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.2,Ahmedabad,768,2.0,Grill'd 'n' More,https://www.google.com/maps/search/?api=1&query=Grill%27d%20%27n%27%20More%2C%20Krishna%20Complex%2C%20Opposite%20Devashish%20Business%20Park%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/grilldnmore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,550,,8am – 11pm (Mon-Sun),"Fast Food, Burger","Krishna Complex, Opposite Devashish Business Park, Bodakdev, Ahmedabad",Very Good,['Food Truck'],"Bodakdev, Ahmedabad",482.0,,380054,Bodakdev,"['Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Table Reservation Not Required', 'Digital Payments Accepted']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,Ahmedabad,769,2.0,Arabian Knife,https://www.google.com/maps/search/?api=1&query=Arabian%20Knife%2C%20Food%20Truck%20Park%2C%20Service%20Road%2C%20S.G.%20Highway%2C%20Opposite%20Karnavati%20Club%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/arabian-knife-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,7pm – 12midnight (Mon-Sun),"Arabian, Lebanese","Food Truck Park, Service Road, S.G. Highway, Opposite Karnavati Club, Satellite, Ahmedabad",Very Good,['Food Truck'],"Food Truck Park, Ahmedabad",197.0,,,Food Truck Park,"['Cash', 'Dinner', 'Takeaway Available', 'Outdoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,Ahmedabad,770,2.0,The Belgian Waffle Co,https://www.google.com/maps/search/?api=1&query=The%20Belgian%20Waffle%20Co%2C%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/belgian-waffle-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,350,,6 PM to 12 Midnight,Desserts,"Food Truck Park, Opposite Karnavati Club, Satellite, Ahmedabad",Very Good,['Food Truck'],"Food Truck Park, Ahmedabad",142.0,,,Food Truck Park,"['Cash', 'Outdoor Seating', 'Desserts and Bakes', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,Ahmedabad,771,1.0,Frankie Station,https://www.google.com/maps/search/?api=1&query=Frankie%20Station%2C%20Wide%20Angle%20Compound%20Satellite%2C%20Ahmedabad,https://www.zomato.com/frankie-station-1-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,6:30 PM to 11 PM,Fast Food,"Wide Angle Compound Satellite, Ahmedabad",Very Good,['Food Truck'],"Satellite, Ahmedabad",161.0,,,Satellite,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.8,Ahmedabad,772,2.0,Fire On Wheels,https://www.google.com/maps/search/?api=1&query=Fire%20On%20Wheels%2C%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20SG%20Highway%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/fire-on-wheels-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,7 PM to 12 Midnight (Mon-Sun),"Fast Food, Lebanese, North Indian","Food Truck Park, Opposite Karnavati Club, SG Highway, Satellite, Ahmedabad",Good,['Food Truck'],"Food Truck Park, Ahmedabad",92.0,,,Food Truck Park,"['Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.8,Ahmedabad,773,2.0,Mobileaty,https://www.google.com/maps/search/?api=1&query=Mobileaty%2C%20SBR%20Social%2C%20Opposite%20Gotila%20Auda%20Garden%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/mobileaty-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,"7:45 PM to 11:30 PM, 12 Midnight to 7 PM (Mon-Fri), 7 PM to 1:30 AM (Sat-Sun)",Fast Food,"SBR Social, Opposite Gotila Auda Garden, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Good,['Food Truck'],"SBR Social, Bodakdev, Ahmedabad",57.0,,,"SBR Social, Bodakdev","['Dinner', 'Cash', 'Takeaway Available', 'Delivery', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.7,Ahmedabad,774,2.0,Stone Baked Pizza,https://www.google.com/maps/search/?api=1&query=Stone%20Baked%20Pizza%2C%20Shop%2024%2C%20First%20Floor%2C%20Vrundavan%20Shopping%20Centre%2C%20Opposite%20Kadam%20Bungalows%2C%20Vastrapur%2C%20Ahmedabad,https://www.zomato.com/stone-baked-pizza-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,500,,6:30pm – 12midnight (Mon-Sun),Fast Food,"Shop 24, First Floor, Vrundavan Shopping Centre, Opposite Kadam Bungalows, Vastrapur, Ahmedabad",Good,['Food Truck'],"Vastrapur, Ahmedabad",58.0,,,Vastrapur,"['Dinner', 'Delivery', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.7,Ahmedabad,775,2.0,Perfect Chinese,https://www.google.com/maps/search/?api=1&query=Perfect%20Chinese%2C%20Ahmedabad%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20SG%20Highway%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/perfect-chinese-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,5 PM to 2 AM,Chinese,"Ahmedabad Food Truck Park, Opposite Karnavati Club, SG Highway, Satellite, Ahmedabad",Good,['Food Truck'],"Food Truck Park, Ahmedabad",29.0,,380015,Food Truck Park,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.7,Ahmedabad,776,2.0,Vegastic,https://www.google.com/maps/search/?api=1&query=Vegastic%2C%20C/23%2C%20Anupam%20Society%20Near%20Vivekanand%20Flats%20Jodhpur%20Char%20Rasta%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/vegastic-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,11 AM to 11 PM,Fast Food,"C/23, Anupam Society Near Vivekanand Flats Jodhpur Char Rasta, Satellite, Ahmedabad",Good,['Food Truck'],"Satellite, Ahmedabad",46.0,,380015,Satellite,"['Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.5,Ahmedabad,777,2.0,Arabian Grill,https://www.google.com/maps/search/?api=1&query=Arabian%20Grill%2C%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20SG%20Highway%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/arabian-grill-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,7 PM to 12 Midnight,"Arabian, Lebanese","Food Truck Park, Opposite Karnavati Club, SG Highway, Satellite, Ahmedabad",Good,['Food Truck'],"Food Truck Park, Ahmedabad",26.0,,,Food Truck Park,"['Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.4,Ahmedabad,778,2.0,Arabian Hub,https://www.google.com/maps/search/?api=1&query=Arabian%20Hub%2C%20Food%20Truck%20Park%2C%20SG%20Highway%2C%20Opposite%20Karnavati%20Club%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/arabian-hub-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,7 PM to 12:30 AM (Mon-Sun),Arabian,"Food Truck Park, SG Highway, Opposite Karnavati Club, Satellite, Ahmedabad",Average,['Food Truck'],"Food Truck Park, Ahmedabad",24.0,,,Food Truck Park,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Digital Payments Accepted', 'Outdoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.9,Ahmedabad,779,2.0,Yogi's Smokkin Handi,https://www.google.com/maps/search/?api=1&query=Yogi%27s%20Smokkin%20Handi%2C%20Near%20Vishvakarma%20Collage%2C%20Chandkheda%2C%20Ahmedabad,https://www.zomato.com/yogis-smokkin-handi-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,7 PM to 11 PM,"Awadhi, Biryani, North Indian","Near Vishvakarma Collage, Chandkheda, Ahmedabad",Average,['Food Truck'],"Chandkheda, Ahmedabad",16.0,,,Chandkheda,"['No Seating Available', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.5,Ahmedabad,780,1.0,99 Pancakes,https://www.google.com/maps/search/?api=1&query=99%20Pancakes%2C%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20SG%20Highway%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/99-pancakes-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,5 PM to 12 Midnight,"Desserts, Beverages, Healthy Food","Food Truck Park, Opposite Karnavati Club, SG Highway, Satellite, Ahmedabad",Good,['Food Truck'],"Food Truck Park, Ahmedabad",13.0,,,Food Truck Park,"['No Seating Available', 'Cash', 'Takeaway Available', 'Delivery', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.8,Ahmedabad,781,2.0,Grill'd' 'n' More,https://www.google.com/maps/search/?api=1&query=Grill%27d%27%20%27n%27%20More%2C%20Sindhu%20Bhavan%20Marg%2C%20Opposite%20Monte%20Cristo%20Party%20Plot%2C%20Bodakdev%2C%20Ahmedabad%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/grilld-n-more-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,550,,7 PM to 1:30 AM,"Fast Food, Burger","Sindhu Bhavan Marg, Opposite Monte Cristo Party Plot, Bodakdev, Ahmedabad, Bodakdev, Ahmedabad",Average,['Food Truck'],"Bodakdev, Ahmedabad",17.0,,,Bodakdev,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,Ahmedabad,782,2.0,9834 The Fruit Truck,https://www.google.com/maps/search/?api=1&query=9834%20The%20Fruit%20Truck%2C%20Sarkhej-Gandhinagar%20Highway%2C%20Opposite%20Karnavati%20Club%2C%20Ramdev%20Nagar%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/9834-the-fruit-truck-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,6 PM to 1 AM,"Beverages, Desserts","Sarkhej-Gandhinagar Highway, Opposite Karnavati Club, Ramdev Nagar, Satellite, Ahmedabad",Average,['Food Truck'],"Satellite, Ahmedabad",6.0,,,Satellite,"['Delivery', 'Cash', 'Takeaway Available', 'Dinner', 'Pure Veg', 'Outdoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,Ahmedabad,783,1.0,Masi Na Thepla,https://www.google.com/maps/search/?api=1&query=Masi%20Na%20Thepla%2C%20New%20India%20Colony%2C%20Near%20Krishna%20Farm%2C%20Rajan%20Cinema%2C%20Nikol%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/masi-na-thepla-1-nikol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,5 PM to 12 Midnight,"North Indian, Gujarati","New India Colony, Near Krishna Farm, Rajan Cinema, Nikol, Ahmedabad",Average,['Food Truck'],"Nikol, Ahmedabad",10.0,,,Nikol,"['Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,Ahmedabad,784,2.0,Savna Chulla Dosa & Bhajipav,https://www.google.com/maps/search/?api=1&query=Savna%20Chulla%20Dosa%20%26%20Bhajipav%2C%20First%20Exit%20Food%20Park%2C%20SP%20Ring%20Road%2C%20On%20Service%20Lane%2C%20Opposite%20South%20Bopal%2C%20Ahmedabad,https://www.zomato.com/savna-chulla-dosa-bhajipav-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,5 PM to 11:30 PM,South Indian,"First Exit Food Park, SP Ring Road, On Service Lane, Opposite South Bopal, Ahmedabad",Average,['Food Truck'],"First Exit Food Truck Park, Bopal, Ahmedabad",5.0,,,"First Exit Food Truck Park, Bopal","['Takeaway Available', 'Cash', 'Dinner', 'Outdoor Seating', 'Pure Veg', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.9,Ahmedabad,785,1.0,Mr. Franky,https://www.google.com/maps/search/?api=1&query=Mr.%20Franky%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/mr-franky-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,7 PM to 1 AM,Fast Food,"Bodakdev, Ahmedabad",Average,['Food Truck'],"Bodakdev, Ahmedabad",5.0,,,Bodakdev,"['Cash', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Dinner', 'Digital Payments Accepted', 'Outdoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,786,1.0,Food Kosh,https://www.google.com/maps/search/?api=1&query=Food%20Kosh%2C%20Makarba%20Food%20Truck%20Park%2C%20Prahlad%20Nagar%2C%20Ahmedabad,https://www.zomato.com/food-kosh-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,7 PM to 11:30 PM,"South Indian, Gujarati","Makarba Food Truck Park, Prahlad Nagar, Ahmedabad",Not rated,['Food Truck'],"Prahlad Nagar, Ahmedabad",3.0,,,Prahlad Nagar,"['Cash', 'Takeaway Available', 'Dinner', 'No Alcohol Available', 'Digital Payments Accepted', 'Outdoor Seating', 'Pure Veg', 'Table booking recommended']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,787,2.0,Eggs World,https://www.google.com/maps/search/?api=1&query=Eggs%20World%2C%20Near%20Ahmedabad%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20S.G.%20Highway%2C%20Ramdevnagar%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/eggs-world-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,500,,4 PM to 12 Midnight,Fast Food,"Near Ahmedabad Food Truck Park, Opposite Karnavati Club, S.G. Highway, Ramdevnagar, Satellite, Ahmedabad",Not rated,['Food Truck'],"Satellite, Ahmedabad",1.0,,,Satellite,"['Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
